id,label,tweet,,
1350,none,@NBCSAthletics Is he ducking covid😂? ,,
1351,none,@Boulders3030 @FolkilskenB @realDonaldTrump @PeteHegseth @seanhannity Oh the trucks that deliver food &amp; supplies around the country showing their support for President Trump makes you angry huh? Cuz Sleepy couldn’t break a half dozen people anywhere even before Covid 😂 ,,
1352,none,Never been more proud to be Canadian ,,
1353,none,I just wanna know the exact percentage of black patients with this corona bussiness🤔 ,,
1354,none,@scrowder Trump CALLS IN to fox and friends to say he WON’T do a virtual debate only a face to face one. Yet he’ll call in to Fox and Rush. Trump is contagious yet he wants to expose all the people needed to get him to a debate to his Covid. ,,
1355,none,"@lb23hu32 @realDonaldTrump Listen to Trump he has everything under control, he said the virus will disappear like magic. ",,
1356,none,"N.Y., N.J., and Connecticut Add Several States To List That Must Quarantine - NPR ",,
1357,none,Just like his COVID predictions😡. When can we get an adult back in the WH? This is way too much BS. ,,
1358,none,@JoeBiden I had covid and survived. The government isn't going to tell me how to live my life. BITE ME!!!! ,,
1359,none,North Korea publicly executes a citizen for breaking Covid rules via @MailOnline ,,
1360,none,The defense bill was a joke! Well vetoed!! 👍🇺🇸 ,,
1361,none,"CDC says only 6% mainly the elderly... That would be 12,000far less than those who die from the Flu...Which is all the Corona is, a Flu ",,
1362,none,Coronavirus COVID19 Thread Follow my lists for news: CHINA HEALTH SCIENCE REPORTING ASIA 1 ASIA 2 ,,
1363,none,@LasVegasVLOG I’ll come back to Vegas when face masks are obsolete I miss Vegas but can’t wear a mask. ,,
1364,none,"In studying public health, the theme I have noticed is that lies, unethical studies, etc are always ""for the common good."" We talk about paternalism in health care and the importance of informed consent and ethics but then people like Fauci do things like this. ",,
1365,none,Chesapeake goes down. Grifter Aubry McClendon's legacy turns to ashes. Hope Clay Bennett goes down hard soon. sonicsgate @Sonicsgate ,,
1366,none,"@erinebal29 @DFBHarvard Yeah, we also heard 2 weeks to flatten the curve. The masks are bad for you and do not provide a benefit, in fact they will suppress immunity and make people sicker. ",,
1367,none,@CNN you boulder stand it when he wouldn't give press brieginfs. You can't stand it when he does. Symptomatic OF TDS. The deep leadership flaw revealed by Trump touting his coronavirus press conference ratings ,,
1368,none,I know we’re all ready to gtfo of 2020 but the pandemic will still exist tomorrow. So remember to be safe tonight. ,,
1369,none,"@JoeBiden ChinaJoe, The CDC now says masks don’t work...The only thing we have thanks to the great one( Donald Trump) is the vaccine...Go back in your basement Joe!!!! ",,
1370,none,Oxfam points out millions may starve as a consequence of the pandemic. My thinking: we need rational health and economic policies. The goal of profit above all else and 7% economic growth through eternity are both insane and socially toxic. Covid just calls that to our attention. ,,
1371,none,@NYGovCuomo Numbers do not lie - Florida vs NY. Be like Florida @GovRonDeSantis ,,
1372,none,Building a LUCRATIVE Speaking Business During a PANDEMIC ,,
1373,none,@PARISDENNARD What’s funny is Pelosi goes to get her hair down when they are supposed to be closed for virus. ,,
1374,none,@RishiSunak if you have another lockdown especially in liverpool you will have riots .keep the vulnerable away but dont stop people working. ,,
1375,none,"@damocrat @mrjamesob Cummings chose it, but yes the connotation is brazen. See also Easter coinciding with Johnson’s return home from hospital after his “coronavirus infection”. Cummings is trolling us, and laughing at us. ",,
1376,none,"@Bucshamsky @kittyfrisk @AlwaysPersevere @SidneyPowell1 @LLinWood @abigailcfrye @realDonaldTrump @RichforGA Economy? Rofl. It's the worst economy I have ever lived through, and I am nearly 50. And blaming Covid doesnt work either, he ignored it and let it blossom into the worst virus in over 100 years. The first couple years Obama's economy held tRump above water, then tRumps policies ",,
1377,none,"@DontGhosts @paulvgreenall @georgegalloway @Alliance4Unity He's not offending the Scottish rules - he's breaking the English lockdown, so the problem is with the English. ",,
1378,none,China launched a massive social media campaign to get other countries to lockdown and destroy their economies -… via @NewsAlternative ,,
1379,none,"@nurses_united @talkRADIO @JuliaHB1 @SoniaAdesara No, it will be OK as there won't be any people seriously ill with flu. That seems to have been eradicated by Covid. ",,
1380,none,@evanatort1600 @NFLOfficiating Pretty happy not to call this face mask too. ,,
1381,none,@null Covid: Fauci warns of 'surge in cases' post Thanksgiving Millions of people are ,,
1382,none,The scope of this outbreak is mind blowing ,,
1383,none,The irresponsible rhetoric from @JoeBiden and @KamalaHarris will directly lead to more Americans dying from the coronavirus. ,,
1384,none,@NickAdamsinUSA You should have a mask on all of your tweets 😷 ,,
1385,none,"I don't know who needs to hear this, but you'll know if it's you. The mask Goes over Your nose. ",,
1386,none,"Covid is terrible, mismanagement on top. Brexit is dire for us all. Climate change is on top of us. Environmental issues need urgent reappraisal. I fight for the latter two, and sacrificially behave because of Covid. It’s a awful combination of disasters we are living through ",,
1387,none,COVID-infected Notre Dame President faces calls to resign via @MailOnline ,,
1388,none,"Surrounding yourself with the type of people you need is a little tricky with social distancing. In the meantime, read and listen- books, articles, podcasts, interviews of people you find inspiring and ideas that pique your interest. Feed your brain some healthy information....👌 ",,
1389,none,RT THIS! "Study Raises Concerns for Pregnant Women With the Coronavirus" by BY APOORVA MANDAVILLI via NYT New York Times ,,
1390,none,You can give blood every eight weeks and make a huge difference! You get a free COVID-19 antibody test when you give blood! 🩸 🦠💉 ,,
1391,none,@JohnFSilver @brithume it matters a lot to people whose livelihoods are being obliterated by lockdowns which have not been proven to have done ANYTHING to inhibit spread of the virus! ,,
1392,none,"My gut instinct tells me this virus not natural and designed so no vaccine can be created for it, thus it will hang around in nature and attack, sicken you when you reach a certain age or present with specific conditions. ",,
1393,none,"Don't make me laugh. Bahaha. I'm not a doctor, nor do I play one on the television. But even I knew this thing was coming for us back in JANUARY and that YES it was Gonna be f'ing BAD. Anyone who downplayed it then needs to shut the f up now. Too late. Game over. ",,
1394,none,"@TommyIgoe @waitbutwhy my whole family was sick with a severe form of flu as a child, there was no pandemic ",,
1395,none,"If you live in BROOKLYN, here's a starting place for where to spend your $$: &lt;--- ",,
1396,none,Republicans Keep Downplaying Coronavirus Rise As They Push To Reopen Economy ,,
1397,none,"@POTUS parades are spreading faster than your covid scam. Will you cover any of those, or are you going to continue to hide in the studio with your masks on? 😜 ",,
1398,none,Roxy: omfg i love this comment lmao ,,
1399,none,"@seanspicer It's either ...she isn't wearing a mask. or ...she didn't wear a mask. By the way, are you a real american? You're not Gordon Shumway, are you? ",,
1400,none,You are madder than the maddest if you think the youths did not follow COVID-19 protocols after your Edo and ondo Campaign Elections ,,
1401,none,"@EpigeneticWhisp Yupp very true everything is upside down the good get persecuted and the bad get exalted, lies are valued and truth is ridiculed. production is taxed and limited and lazyness is rewarded. Good morals are outlawed and psychopathy is pushed as the norm. And Bill gates is still free ",,
1402,none,Trump really doesn’t understand how to be a President because of his declining Mentalhealth costing lives and economic recovery. ,,
1403,offensive,@RaviKundurthi Trump was a more lethal virus than Covid. ,,
1404,none,My 16 yr old son was out sick for 3 days with respiratory illness. No fever. He says the mask really irritates his breathing capabilities. ,,
1405,none,"@dNstreeeet ofc i dont wear a mask and no one i was with wears a mask and no cases or deaths from corona near my city, i dont live my life based on a fear like you do ",,
1406,none,"@simping4BP @rshourly @BLACKPINK Hello, can you pls help me?? Pls retweet and like this post. Help me to watch their ",,
1407,none,RonDesantis is unfit for office! ,,
1408,none,@carolecadwalla Which tory weasel is connected to them? Has there been any covid contract not connected to a tory weasel? ,,
1409,none,"@PETE_DAVlDSON @gIorybeII i mean when i went to aus two years ago, everyone in melbourne kinda seemed like the type to act as if their lives would be ruined if some time of world disaster happened lmao but really to be the only state with a second lockdown really tells you something about them ",,
1410,none,"Do NOT make your child happy with wrong scientific knowledge and extreme cruelty being inflicted on animals. Parents who want to take their children to aquariums need to think twice. Wenzhou Polar Ocean World, Zhejiang, China ",,
1411,none,You don’t need to pull your mask down to talk to me ,,
1412,none,@fbi @cia @nsagov @dhsgov China has learned that we are working against their nuclear bombs. A spy for China in the Dept. Of Homeland Security just told them like right now. ,,
1413,none,"@cslazzy @prayerfeathers @realDonaldTrump He keeps attacking China over it!! And saying they are going to pay, his supporters cheer him on. I feel so bad for anyone of any oriental descent here, he makes them targets for attacks ",,
1414,none,@andrewmoe @JoeBiden He was making fun of trump doing this to dr. Fauci lol ,,
1415,none,@PreetBharara Happy Birthday to your dad! What a shame you had to celebrate at a distance while the Presidunce had a Covid propaganda parade. I know your parents are proud of you because we all are. Jersey strong💪🏼 and Springsteen fans☮️ ,,
1416,none,Seriously... what is wrong with these people? Quarantine means quarantine! ,,
1417,none,Inuman talaga after lockdown!!! ,,
1418,none,@jphanned Don't worry - all these reckless Trump supporters will do right once Joe Biden is inaugurated and bring the virus to a quick end ,,
1419,none,after lockdown im bringing my own cutlery everywhere ,,
1420,none,@GovAbbott Heck of a job. ,,
1421,none,@gacasanmichelle Covid gave u a daughter tho ,,
1422,none,@blakehounshell And that surgical mask hanging loosely u der your nose isn’t enough. High filtrate (N95) masks should be worn. ,,
1423,none,Appalling man!rejoicing in the crisis ,,
1424,none,@CPHO_Canada @GovCanHealth See this powerful spray disinfectant which is very helpful for killing coronavirus by its effective ingredient of HClO⁺. It can be sprayed to mouth and eyes to kill other diseases also. ,,
1425,none,Nuts ,,
1426,none,I hate the fact that this would work. ,,
1427,none,i truly love all the MPs getting twitterbrain in lockdown ,,
1428,none,ON AIR: ALHAJI K FRIMPONG / Adding value to lives daily .Talk to us on 0208 90 2121 HELLO@FANTASTICRADIO.CO.UK FANTASTICRADIOUK HOMEOFPOSSIBILITIES BELIEVEYOURPOSSIBILITIES STAYHOMESAFELIVES Buy song ,,
1429,none,"Hot, Fresh Millennial Paul Rudd Makes Wearing a Mask Fun as Hell in New PSA ",,
1430,none,@JohnJHarwood He cared more about a mask than a man attacking his father and wife....... ,,
1431,none,@FeelinFroggy6 @KamVTV MURDER HORNETS !! KILLER MOSQUITOES!! &amp; COVID OH MY!! ,,
1432,none,@Sama_n_t_h_a mi have covid 😜 ,,
1433,none,"Nothing is more frustrating than seeing people preach about how the left is lying and how police brutality and the corona virus are fake, etc. but then you look at their account and they’ve shared multiple posts that have been proven FALSE or misleading. educate yourselves. ",,
1434,none,"@Chianon73 @kylegriffin1 Hey, do me a favor. ""surviving"" covid doesn't mean much when your lungs are reduced to blistered beef jerky. ",,
1435,none,This covid is so annoying😒amusement parks and carnivals would be lovely ,,
1436,none,Just realised my lockdown self-haircut is a bit Jason Donovan. Anyone got a spare electric guitar I can play unplugged on a cliff? ,,
1437,none,What The hell its with that part of the state? Do they want to secede and join SD? ,,
1438,none,"@PattyArquette This is truly disgusting that both sides are playing with Americans lives.i have worked as a cashier the whole pandemic, caught cornavirus and overcame that only to struggle to get hours at work and provide for my family. If it wasn't for my children I would have lost it !! ",,
1439,none,*some Brits I’ve lost 34lb since the beginning of these lockdowns ,,
1440,none,@trafotoz @MetroUK Covid is not affecting them with their private health care and now pay rise. Taking the piss really....as always ,,
1441,none,"@FanOfKingRyan @djfireball @FooriC @TaraLaRosa Is this the person you’re talking about? I can’t tell because she’s wearing a mask in the same gang colors as that whole group that came in by busses to run amok in somebody else’s city. Also, she has a fake profile pic ",,
1442,none,Bottom-of-the-barrel of humanity on full display. ,,
1443,none,@cjwerleman @EmmanuelMacron France has reported 50k plus COVID19 cases yesterday.. Macron is desperate to divert attention from this and hence targeting minority community to hide his own failures.. typical fascist games.. ,,
1444,none,@DanielJSims @RunWales @Cardiff_Dave @racecheck @TrueSapien Lockdown 😂😂😂😂 ,,
1445,none,"na this is a pisstake,,, i’m in stratford for a bike ride alone and there’s bare people in the biggest groups. it looks like a day pre-lockdown ",,
1446,none,"Oh, put your union flag away. ""Led humanity's charge""? In years to come we will remember the UK's world-beating incompetence, delays and death rates. ",,
1447,none,"@artisfacto @TEN767 @Zhaefari @cghoseBiz1st ""no shoes, no shirt, no service "" is okay but add a mask and its crybaby time.... ",,
1448,none,How about this: WearADamnMask please ,,
1449,none,"Pues me suena Bright Eyes para un Corona Capital, que hermosa es First day of my life @Leos ",,
1450,none,Are you pretending to ignore or just with an arrogant thinking? ,,
1451,none,please let me go back penang first if there’s gonna be another lockdown😫 ,,
1452,none,"the fact that the lady holding the camera said “idk if he’s even real police” and the other girl says “well it says police on his back so” and she still said “well that don’t mean nothing” 😂😂😂 people have been KILLED for worse than this, KAREN 🙃 ",,
1453,none,@FPS_Klown @Harry_Styles Yet trump got destroyed in the second debate because he couldnt answer anything about policies and just attacked the mans family like a child and biden was speaking very coherently. Keep dreaming QANON whacko LOL ,,
1454,none,"@PrisonPlanet The CDC is silly. A respirator and eye wear, properly worn and cared for, very likely would protect the wearer. Bonus, the wearer could worry less about whether others have masks. Cloth masks, on the other hand, protect no one. ",,
1455,none,"@Darcy_Lewis_RP But... bath and a face mask? That's my 𝘧𝘢𝘷𝘰𝘳𝘪𝘵𝘦. [Aaaand here we go with the pouting. Yeah.] ...Okay, fine, I get it: Nobody wants to unblock their pores with pals, weirdos. What's your downtime thing-- Bands? Art? Thrifting? Plants? Videos of cats getting stuck in thi-- ",,
1456,none,@realDonaldTrump FRAUD is the ONLY word to describe the United States Government &amp; the Pandemic! Uncle Sam you need to go to Prison for the ABUSE &amp; FRAUD! ,,
1457,none,@JesseKellyDC This "lockdown" has been very bad for the elderly. Socializing helps them interact with people. They need that socializing to keep them cognizant. I've watched my Dad deteriorate mentally and physically during this nonsense. Humans are made to be social. ,,
1458,none,@MaharaTucker @realDonaldTrump @MaharaTucker Donald J Trump is the boy who cried wolf... You can't lie to people on a daily basis and actually act surprised when we don't believe him the few times he's honest... Plus the fact is the majority of Americans will not have access to this vaccine until next year... ,,
1459,none,@legaciesfanx They should really cut you some slack its being a hard year especially with covid and everything 🥺 ,,
1460,none,"What if COVID19 is a conspiracy by Xi Putin &amp; Trump to destroy America? It’s apparent that Trump doesn’t care about the health, safety &amp; lives of Americans. He condemns the elderly. He mocks a 75 yr. old sr who police pushed down on cement side walk crushing his skull as a hoax. ",,
1461,none,"@MarketWatch @laralogan Karl Marx, the creator of Marxism, and, more broadly, communism as we know it today, was a racist and anti-semite. Does this fact bother the ""woke"" crowd? ",,
1462,hate,"@DrEricDing Another point, you were born in China. You might want to ask the Chinese government to stop putting Muslims into concentration camps, and actually do something worthwhile ",,
1463,none,McDonald’s Apologizes for Banning Black People from its China Branch… ,,
1464,none,"@realDonaldTrump Lunatic. 🤯 Don how come your votes you receive real, But Biden’s fraud? ",,
1465,hate,"@ASAHIKASEI We assert that the US, which has killed 150,000 people with Chinese virus weapons, will protect the Senkaku! Now Japan can rush into a total war with China! We must create a world without China and Korea! ",,
1466,none,@loouss @woncherino @starsberet those hoes are not social distancing so more like 6 inches! ,,
1467,none,"@paimadhu @aniekandg @MarianaSotoPac1 @WHO @doctorsoumya @gabbystern @DrTedros @PeterASinger @DrSenait @mwelentuli @GHS @IlonaKickbusch @seyeabimbola @dukedecolonize WHO is a criminal organization, involved in crime against humanity. War criminals! ",,
1468,none,@GovMLG Legalize drugs! Open the borders!! Free the criminals! Ostracize our Sheriffs! Meanwhile. Radical left socialists and leaders like Michele Looney Grisham should pay when this all falls apart. @NMSenateGOP @NMHouseGOP @POTUS ,,
1469,offensive,"@JuaxTorres21 @howeasyweforget @BernieSanders China screwed trump raw, the farmers in iowa suffered, lol. ",,
1470,none,More CPC information warfare! The primary obstacle to PRC leadership is the incumbency of President Trump. So tyrannical leftists in the US see an expedient alliance to remove the president as an acceptable partnership. STOP THIS STEAL,,
1471,none,"@officialmoz we need some help and inspiration, Stephen, with this virus bollocks. How’s about it? Your constituency awaits. 🤔 ",,
1472,none,"@carolynporco Shut up communist. Space is first come first serve. Oh and... ""Proof that the kind of excess wealth that leads to power &amp; influence leads also to unrestrainable, blinding hubris &amp; arrogance, &amp; thence to evil."" Yeah got plenty of that on Earth, i.e. China, etc. ",,
1473,none,It’s the dirty feet on the seat for me 🤮🤮🤮🤢🤢🤢🤢 ,,
1474,none,"@KristianShepha1 @RichardBurgon Well it is, why should places be burdened with a lockdown when they have behaved sensibly and rates haven't risen as opposed to places where people flaunted the rules, Are you mental? ",,
1475,none,"@IvankaTrump @WhiteHouse @realDonaldTrump Donald Trump was not responsible for the vaccine. He is responsible for the deaths of over 300,000 people so far in the United States from the TrumpVirus . Many more will die before everyone has received a vaccine. No pride for you. Should be a shame and regret ",,
1476,none,"People die! We know that, sad England and Europe are headed towards lockdown , you are so short sighted , what’s six months if we can stop this spread , if we would have kept the lock down in place this virius might be gone , what is six months out of a lifetime? ",,
1477,none,Die Soon ,,
1478,none,not today china hahahhahahahah 2020 is not all abt you thank u damwon ,,
1479,none,“Prime Minister has asked Minister of Health to resign just weeks into the role for having violated a state of emergency restriction to contain the spread of Covid-19.” This country is great but people...people are the worst 🤦🏻 ,,
1480,none,@GreyTonka @fordnation Totally agree. If it’s so deadly here are all the deaths!!! Also when I see parents wear a mask and not the children I just shake my head. Wow so brainwashed ,,
1481,none,@jkenney Hi Matt. It is all over the news how Kenney has ignored Hinshaw and Science. The UCP is destroying Alberta and letting the older generation who built this province pay the price by killing them. Kenney said it was ok for the old to die of Covid. Just WOW. ,,
1482,none,not exo-ls saying covid is a blessing when people around is dying. disgusting ,,
1483,none,"@realDonaldTrump Accusing others so mr Donald doesn’t look too bad. The USA has &gt; 150.000 deaths. That numbers counts, the USA has more COVID deaths per M inhabitants then most other countries. Fake president, always lying! ",,
1484,none,@JenniferARussel @silberj @Timcast In our country social distancing and mask wearing is everywhere or else you get fined. And most BLM protesters that I saw were also wearing masks while the magas were proudly defying the orders. And the rallies are a joke. A sick one.,,
1485,none,"There is ZERO excuses as to why EVERY AMERICAN doesn’t have access to N-95 masks, at this point in the pandemic. @realDonaldTrump and @Mike_Pence have had ample time to get production ramped up, but they remain utterly incompetent of leadership. ",,
1486,none,"If Trump had his dictator wannabe way, Redfield, Fauci, Biden, Pelosi, Cohen, Bolton, his niece, Woodward, Schiff, and others...would have met with assorted unfortunate Putinesque ""accidents"" by now.🤬 ",,
1487,none,Why is it the MSM in this country is so politically biased? Dom Cummings gets hounded for a week for allegedly breaking lockdown rules. Numerous Labour MPs do the same nothing heard. BLM mass demos are ok as all in a good cause so that's fine. Hypocrisy or what? ,,
1488,none,"I'm no medical scientist, but if the fecal-oral transmission theory is valid, Mitch McConnell might want to get a COVID-19 test ASAP. ",,
1489,none,@daveweigel - Is it like the average Blacks For Trump event where everyone in the audience is White? ,,
1490,none,I saw an ad today where Trump Jr is talking about how he's being silenced and this might be the last time you ever see him or hear from him again because they're suppressing him (this was after he spread misinformation about Covid-19 by sharing the psycho demon sperm doctor's- ,,
1491,none,@CigsKillKids @DotZeb @AzzyIRL Yeah he said walk so unfortunately idk if dining in is an option atm with the pandemic ,,
1492,none,"@FPWellman @RepsForBiden Perdue &amp; Kelly are “sinister” CROOKS ,who lied to Georgians about COVID, allowed Georgians to DIE, voted to take away health ins f/ ppl who needs this care &amp; like a “snake” sold off stocks in PPE to get rich while Georgians died, lost fam members, income/jobs,homes &amp; businesses ",,
1493,hate,@Reuters A smallest proof of NaziChina 's genocide policy in EastTurkistan: Uyghur father released to die from NaziChina camp. He is​ a China 's so-called `Re-education Training Center` GRADUATE ! ChinaCommitsGenocide SaveTheUyghur China is the troubler of the new century. ,,
1494,none,it is highly ironical @drharshvardhan that you are posting a video where more than half the people are not wearing masks. you do dis-service for the nation as a health minister and slap on the face of the corona warriors in the hospitals ,,
1495,none,"The sexxxy Lebert bro’s with a post COVID Lockdown fresh cut! ✂️💈 we get a lot of DMs so bare with us while we go through them all and respond. @ Springfield, Massachusetts ",,
1496,none,@JoshLekach I definitely am not going to get the vaccine. This article will blow your mind. It has lab made DNA and a cold virus from a monkey. WTH ,,
1497,none,@CBCToronto I was on the bus/subway today and I only saw 50% of ppl wearing face masks. Either 50% of ppl have medical conditions like asthma and can’t wear a mask or 50% of ppl are ignorant. I vote for the latter. 🙄 ,,
1498,none,I swear Trump supporters downplay the virus until they catch it and then start crying about it ,,
1499,none,"“1976 swine flu vaccine had an increased risk for developing GBS. The increased risk was approx 1/100,000” CDC. They can’t test a new vaccine this fast. Trump will kill ppl just to increase his re-election chances. Frightening! ",,
1500,none,Arrest those SOB’s. ,,
1501,none,Another tough nursing shift. More covid deaths. How many more residents am I going to watch die before this is all over? ,,
1502,none,"@IvankaTrump Shut up Ri Chun-hee 🙄 What about the 210,000 dead Americans your father didn’t help? My cousin was among them! We’re voting your Father OUT! COVID19 WearAMask 😷 ",,
1503,none,"@L_K_Y_U_S @BonBee81 @cspan @jonkarl no i'm smart enough to know that everything that comes out his mouth is BS! unfortunately, a lot of americans worship him and are willing to believe anything he says! Including that the virus was not dangerous and that it would go away in a few days! ",,
1504,none,"You know what's infuriating? Teachers working their asses off sanitizing, masking, modifying their classrooms, adapting the needs of their students, trying to provide normalcy...only to have students bring this virus into their classrooms from Thanksgiving gatherings. 🙃 ",,
1505,none,"@seanhannity @replouiegohmert @LawrenceBJones3 @KarlRove @SenJohnKennedy @RepMattGaetz @RichardGrenell @DevinNunes @dbongino Trump visits Texas, Not to acknowledge anyone,but himself!Slap in the face to first responders, Health care professionals, service men &amp; women, family, friends of the sick, dead from Covid 19 in Texas. The rest of the Country is praying for you! ",,
1506,none,"This is, in a time of ludicrous excuse making and draconian mismanagement of public institutions, perhaps the most ludicrous decision of all...you can't shine lights into the sky because of Coronavirus? ",,
1507,none,Un-freaking-believable... ,,
1508,offensive,"@goateetoastee Corona-chan is actually a lesbian, just still in the closet ",,
1509,none,"@ThatEricAlper What's the most resilient parasite?Bacteria, virus, intestinal worm, its an idea.....:) ",,
1510,none,@superyayadize @SLapprich @JoeBiden @TheDemocrats @realDonaldTrump @SpeakerPelosi We all knew that Biden and the Democrats would try and use Covid and or other ridiculous reasons to avoid debates between Biden and President Trump. Why? Because the Dems and Biden are doing everything possible to hide Biden’s ever diminishing mental state. WE KNEW IT NANCY! ,,
1511,none,The MentallyDerangedDotard is a criminal and must be prosecuted after January 2021 ,,
1512,none,@paceman6315 @JoeBiden QAnon is calling.....GTFO ,,
1513,none,@udntcwatic @cmm912 @Catty35 @HowleyReporter Corona Virus is a killer. ,,
1514,none,"America after killing millions of muslims in Afghanistan , Iraq , Syria is very concerned about the human rights of muslims in China. ",,
1515,none,@elonmusk @realDonaldTrump @Tesla Yea I rly was a clown for thinking Elon was cool last year. This pandemic rly did show everyone’s true colours huh ,,
1516,none,"All govs have taken the mask off with the great reset and build back better agendas exposed, the media they are just dropping white people like flies replacing em with black and asian the hebrews have been amping up the kalergi replacement migration plan 100 fold we are doomed ",,
1517,none,@skrilla_moe @ProjectLincoln I don't agree with everything Trump says but I don't believe in nothing Fauci says. Hard for me to take him serious when he did work for the lab that is responsible for this nonsense. ,,
1518,none,"@TimSmithMP This oaf is a member of the Vic Government. When a pandemic sweeps the world, Captain Useless here can't put politics to one side to work collaboratively with govt? He's offered but bleats and whines. No solutions. Role model to none. Annoyance to all. ",,
1519,offensive,"@jaketapper you and the MSM, China, Soros. Demotards all cheated the 80 million who actually voted for Trump. Special cells awaiting all of you ",,
1520,none,@CurseForge for your installer your mod download when i run the download it either says virus detected (i turned off firewall) or just nothing happens ,,
1521,none,"Rats, leaving a sinking ship.. ",,
1522,none,"@realDonaldTrump Do you support Donald Trump as he tries to stop voter fraud in America? Your answer: Yes Yes93% (15,354) No6% (998) Not sure1% (124) Americans need to wake up before China kills us all, they are pulling the puppets strings, senile Biden then commie harris ",,
1523,none,@dbongino Wow! Our government is no better than china russia and iran possibly even worse because we pride ourselves being the land of law and order and equal justice but that is obviously just a bunch of bull!!! ,,
1524,none,When vaccinating @marcorubio you’ll feel a little prick with your left hand. Then insert needle with your right. ,,
1525,none,Boycott the NFL. Kneeling crybaby elites need to move to China. ,,
1526,none,there is a black man in this aldi with an all lives matter mask on.. ,,
1527,none,Sick of gobshites downplaying an awful time. ,,
1528,none,@MollyJongFast I hope they all get covid and die. This is what Trump has done to me. Turned me into someone who wishes death on total strangers. Yet another thing that I hold against him. ,,
1529,none,@mkraju Wtf does that have to do with the all the tea in China!?? Or this Supreme Court nomination!??? 🤨 ,,
1530,none,trumpHasNoPlan GOPGenocide trumpPandemicFAILURE trump &amp; the @GOP have FAILED the American People. They do not give a damn about our lives! PURGEtheGOPfromPOLITICS Save Lives! Save our Democracy! Save the Planet! ,,
1531,none,"@zarahsultana Are you still listening to the Doomsayer-in-Chief AFTER he was caught shagging a married woman from another house during lockdown, and after the model he used to predict a massive amount of death has been shown not to be in the slightest bit accurate (see: Sweden)? ",,
1532,none,"@IanLaveryMP @orgreavejustice There have been giant protests and raves in the UK. Matt Hancock even broke distancing rules in the Commons. Social distancing is never going to work, this dystopian ""new normal"" is completely ridiculous and impractical. Scrap the absurd 2 metre rule. End the lockdown. ",,
1533,none,Been watching this Drink Champs with Pharrell over 3 days. He just gets looser and looser with his mask wearing as he get drinks more. ,,
1534,none,Absolutely FACTUAL!! Democrats are the most racist people in the world! Why? Because they learned YEARS ago- HATE creates division! Best way to create hate between people? Their differences! Most personal difference to create the MOST hate? RACE!! ,,
1535,none,@JackPosobiec Thevdemocrat party has returned to their racist roots ,,
1536,none,MSNBC. Boy isn’t Trump bloodthirsty now he wants to bomb Iran and bottoms would be coming back at us while we’re in the middle of a pandemic with no food or nothing this man has killed everything in front of him I bet you since he’s born he’s bloodthirsty in one way or another ,,
1537,none,"@Asatruviking @Sheckyi @amyklobuchar Yes, I have. Also the flu which sucks as well but forcing vaccines for a 99% survival rate is ludicrous. Dems sold us out to China and China did this on purpose, so therefore, blame is on Dems. China buying up 30m acres of land here is no coincidence..... ",,
1538,none,Dani is very racist. ,,
1539,none,Because these incompetent staff can’t tally the COVID numbers we back on a tighter lock down ?? ,,
1540,none,"@mjunaidofficial @ImranKhanPTI The people of your country are crazy, do you think of saving the country from coronavirus disease instead of India, in 2 months your country can be finished with coronavirus, I want to know your opinion by talking to you ",,
1541,offensive,Governor Instructs Schools To Interrogate Students About Family Thanksgiving Gatherings F--- You Socialist SOB! Remove these Communist China Propagandist SOB'S from our United States. If you child goes to those schools remove them you now have a choice thanks to President Trump! ,,
1542,none,@politvidchannel How about the first POTUS to end up in prison??!! TrumpIsALaughingStock TrumpTheFool TrumpCrimeFamily trumpthegrifter crybabyTrump @realDonaldTrump @WhiteHouse ,,
1543,none,"@ChuckCallesto In person, early, in Ga. 🤬🤬 How silly of me to think with our amiable, Republican Governor Kemp, my vote was safe. How dumb of me, when I saw the list from Pompeo, describing Governor Kemp as friendly to China, to agree, thinking yeah, I can see that, he does seem friendly. 🙄 ",,
1544,none,"This is just so disgusting. Most parents, including me, want our kids back in school. However, we insist it be done safely. And if there isn't a safe path, then we wait. Politicizing the health of our kids, our families, our teachers, etc, is criminal. @VP @FLOTUS shame on you. ",,
1545,none,@IvonneSpinoza Covid claimed her brain. She needs to go lie down. ,,
1546,none,Disgusting. ,,
1547,none,@nickguyone when are we starting our politically driven concept punk band “The Covid Cunts” ,,
1548,offensive,"I need a mask dat says, “it’s a smoke cough” MFS b looking @ me sicccc😂 ",,
1549,none,"We are paying a very high price for @realDonaldTrump's incompetence, ignorance and sole focus on himself. ",,
1550,none,@SenatorCollins MAINE - we need to RECALL this joke of a "senator". She's worse than worthless. Has no political platform. Panders to MoscowMitch Sycophant to TraitorTrump PutinsGOP She KNEW about covid from the beginning and DID NOT WARN US! Deplorable. ,,
1551,none,@ZaidZahiruddin Itu la aku triggered at every hypocrites yang anti china kata all of their tech steal data from users. Like wtf sial ingat US based company tak buat benda sama ke? Facebook sells data to major company but no blame it on china jugak ,,
